timestamp,src_ip,dst_ip,dst_port,protocol,bytes_sent,bytes_recv,duration_sec,packets,label
2024-05-15 18:22:07,10.0.3.87,31.92.92.2,5601,TCP,163619,138099,46.76,155,normal
2024-05-06 18:03:59,10.0.2.194,185.220.101.45,6379,UDP,7227,254967,22.42,5,normal
2024-05-18 14:09:31,10.0.0.218,95.127.214.181,53,TCP,22060,93854,5.89,27,normal
2024-05-07 15:05:19,10.0.0.174,23.129.64.214,443,TCP,4447,177439,29.65,7,normal
2024-05-07 04:26:38,10.0.1.254,10.0.2.73,25,ICMP,5223,70246,30.2,4,normal
2024-05-10 21:57:27,10.0.0.218,205.160.62.11,53,TCP,93325,9464,100.62,143,normal
2024-05-20 23:26:35,10.0.1.206,10.0.1.114,53,TCP,178855,383954,17.1,144,normal
2024-05-20 19:19:20,10.0.1.254,193.199.92.89,21,UDP,132799,8528,30.68,239,normal
2024-05-19 18:24:29,10.0.0.237,87.222.76.161,53,TCP,16398,26660,48.1,16,normal
2024-05-02 01:47:22,10.0.0.93,23.131.17.22,27017,TCP,11627,2417,20.84,15,normal
2024-05-09 03:25:29,10.0.1.220,10.0.3.174,5432,TCP,67820,78732,81.91,112,normal
2024-05-01 14:49:27,10.0.0.174,10.0.0.93,8080,UDP,1984,24258,39.32,1,normal
2024-05-04 08:16:01,10.0.3.174,183.79.64.37,80,UDP,43233,50662,41.61,30,normal
2024-05-26 12:29:55,10.0.1.238,10.0.2.73,25,TCP,78605,22112,83.95,54,normal
2024-05-25 18:16:55,10.0.3.101,31.92.92.2,5601,TCP,35390,175608,75.02,35,normal
2024-05-25 20:58:02,10.0.0.136,23.129.64.214,25,TCP,635,1100234,20.01,1,normal
2024-05-05 08:52:58,10.0.3.174,10.0.1.83,80,TCP,238812,1089,41.25,244,normal
2024-05-17 07:11:57,10.0.3.75,131.115.11.151,3306,TCP,18833,75407,25.51,29,normal
2024-05-15 18:43:53,10.0.0.218,91.107.50.170,9200,TCP,40475,134989,12.48,49,normal
2024-05-15 04:09:53,10.0.3.75,204.45.237.222,53,ICMP,45743,227961,7.8,41,normal
2024-05-10 21:26:37,10.0.3.87,10.0.1.83,5432,TCP,60627,67384,19.58,44,normal
2024-05-20 06:40:16,10.0.1.148,10.0.1.83,27017,TCP,101851,305723,5.96,104,normal
2024-05-25 09:07:38,10.0.3.174,45.156.250.25,27017,TCP,3800,33430,34.89,3,normal
2024-05-10 14:38:51,10.0.1.97,214.110.68.155,27017,TCP,1693,99394,16.42,1,normal
2024-05-30 17:05:15,10.0.0.93,10.0.0.237,8443,UDP,112862,5997,4.26,124,normal
2024-05-26 13:20:15,10.0.1.254,31.92.92.2,27017,UDP,8783,258855,13.6,10,normal
2024-05-26 21:51:37,10.0.2.73,10.0.1.206,5601,TCP,7682820,1684531,71.44,8305,normal
2024-05-19 09:38:30,10.0.1.189,202.222.194.7,80,TCP,149541,21875,23.62,187,normal
2024-05-04 11:51:30,10.0.1.254,10.0.1.220,5432,TCP,74246,304232,8.1,57,normal
2024-05-05 15:28:22,10.0.3.87,45.33.32.156,5432,TCP,104305,1260,30.58,103,normal
2024-05-06 12:57:32,10.0.2.73,63.17.60.62,3389,UDP,121,22389,22.57,1,normal
2024-05-06 08:13:23,10.0.3.174,130.152.186.248,27017,TCP,11510,173800,19.16,8,normal
2024-05-06 23:58:50,10.0.1.180,10.0.3.174,22,UDP,556073,336164,3.46,417,normal
2024-05-20 02:14:43,10.0.2.194,10.0.1.189,27017,TCP,21480,1561,10.57,24,normal
2024-05-01 14:22:08,10.0.3.77,93.170.139.38,6379,UDP,7841,221006,3.72,6,normal
2024-05-23 11:40:04,10.0.1.114,61.18.96.37,27017,UDP,3207,20561,5.44,3,normal
2024-05-10 09:59:29,10.0.3.174,57.193.53.201,5432,TCP,90998,12829,2.43,60,normal
2024-05-11 05:01:41,10.0.1.238,87.222.76.161,443,TCP,2929,17165,60.25,2,normal
2024-05-09 09:23:44,10.0.3.87,169.83.214.211,8080,TCP,515759,77905,49.14,527,normal
2024-05-03 22:02:47,10.0.0.93,152.183.142.33,3306,UDP,2405,24545,32.75,2,normal
2024-05-09 12:43:05,10.0.0.174,205.160.62.11,8080,TCP,55554,48277,8.14,78,normal
2024-05-17 11:41:22,10.0.1.254,10.0.3.101,443,TCP,52414,746514,39.83,80,normal
2024-05-01 10:19:27,10.0.3.174,10.0.1.83,53,TCP,61152,333944,9.38,98,normal
2024-05-05 10:16:57,10.0.3.174,91.240.118.172,25,TCP,74089,4709,12.93,53,normal
2024-05-03 01:15:07,10.0.1.180,10.0.3.187,5432,TCP,15387,7110,9.64,13,normal
2024-05-30 20:55:05,10.0.1.180,189.136.27.236,6379,TCP,18064,3233,14.37,33,normal
2024-05-17 00:43:08,10.0.1.97,64.39.138.32,6379,UDP,28627,3663,19.97,32,normal
2024-05-21 23:04:28,10.0.0.141,180.10.201.143,22,UDP,3364,5987,6.32,3,normal
2024-05-21 20:23:13,10.0.1.206,180.222.152.147,5432,ICMP,55490,166798,12.42,38,normal
2024-05-08 11:50:34,10.0.1.206,214.110.68.155,3306,UDP,52200,119921,54.27,35,normal
2024-05-18 08:38:49,10.0.1.148,10.0.1.254,443,TCP,23003,3314,23.65,15,normal
2024-05-16 15:13:26,10.0.1.206,93.170.139.38,5432,TCP,7025,7537,68.39,5,normal
2024-05-03 01:30:29,10.0.1.97,147.245.140.178,80,UDP,29856,48061,16.78,21,normal
2024-05-21 22:11:35,10.0.2.118,10.0.1.180,25,TCP,55377,89150,78.75,60,normal
2024-05-11 11:48:44,10.0.1.220,180.10.201.143,53,TCP,2001762,7684,15.49,3963,normal
2024-05-07 23:00:03,10.0.1.206,152.183.142.33,9200,TCP,37377,26233,5.17,26,normal
2024-05-07 06:16:48,10.0.0.174,169.83.214.211,3389,TCP,5270,15707,31.96,5,normal
2024-05-06 03:47:44,10.0.0.93,57.193.53.201,443,TCP,5912,77775,45.39,6,normal
2024-05-30 23:45:40,10.0.0.237,169.83.214.211,6379,UDP,355195,54592,8.43,644,normal
2024-05-17 13:57:06,10.0.0.136,23.129.64.214,9200,TCP,32425,77355,0.31,29,normal
2024-05-29 17:30:39,10.0.1.97,10.0.1.180,22,TCP,30311,186952,15.06,22,normal
2024-05-29 19:16:08,10.0.2.194,162.247.74.201,3389,UDP,58775,248260,30.86,41,normal
2024-05-19 19:00:12,10.0.0.136,64.39.138.32,443,UDP,6933,54696,13.71,6,normal
2024-05-12 18:50:21,10.0.3.101,10.0.2.73,443,TCP,13134,323425,57.2,25,normal
2024-05-09 09:37:01,10.0.3.254,10.0.3.187,27017,TCP,9592,147180,1.96,11,normal
2024-05-14 03:08:18,10.0.1.54,10.0.3.187,5601,TCP,2171,49884,3.2,1,normal
2024-05-17 19:51:34,10.0.1.206,138.63.106.248,443,TCP,506,214951,19.36,1,normal
2024-05-17 23:59:40,10.0.2.73,176.208.33.85,3389,TCP,13244,124008,17.91,13,normal
2024-05-06 10:58:47,10.0.2.73,10.0.0.141,6379,TCP,105935,743716,18.9,90,normal
2024-05-19 04:06:07,10.0.3.254,204.92.196.124,21,UDP,2015,240186,13.1,2,normal
2024-05-28 21:10:37,10.0.3.75,10.0.2.118,5601,TCP,3158,128754,15.81,3,normal
2024-05-08 11:02:28,10.0.0.237,91.107.50.170,21,UDP,328032,26208,29.82,529,normal
2024-05-30 01:09:05,10.0.2.73,185.220.101.45,80,TCP,1556075592,15247,2812.18,1649917,anomaly
2024-05-06 21:42:23,10.0.3.187,214.110.68.155,3306,UDP,11740,58036,37.14,18,normal
2024-05-23 08:31:56,10.0.2.73,10.0.3.187,6379,TCP,1698,127131,27.11,1,normal
2024-05-14 18:45:56,10.0.0.136,10.0.2.118,3306,UDP,2276,5389,104.68,1,normal
2024-05-25 00:28:22,10.0.0.136,10.0.1.180,139,TCP,3296023,996286,57.98,7822,anomaly
2024-05-04 00:37:04,10.0.3.87,64.39.138.32,9200,TCP,12466,19884,79.51,8,normal
2024-05-09 17:41:32,10.0.1.180,147.245.140.178,53,TCP,76385,489152,1.31,110,normal
2024-05-21 06:28:20,10.0.1.180,189.136.27.236,22,TCP,3414,78011,31.5,2,normal
2024-05-23 08:39:06,10.0.1.180,10.0.0.218,8080,TCP,5284,117656,48.56,9,normal
2024-05-25 21:11:39,10.0.2.118,10.0.1.97,5601,TCP,137733,2106940,39.69,93,normal
2024-05-26 01:04:09,10.0.3.174,183.79.64.37,6379,ICMP,2880,22106,38.26,4,normal
2024-05-04 11:19:55,10.0.1.97,180.144.138.156,80,UDP,17639,137382,8.59,24,normal
2024-05-26 21:06:35,10.0.1.238,204.45.237.222,8443,ICMP,12477,33615,10.61,13,normal
2024-05-19 02:39:59,10.0.1.180,202.222.194.7,25,TCP,32508,105345,33.07,22,normal
2024-05-02 07:23:34,10.0.3.87,189.136.27.236,21,UDP,2750,37059,43.06,5,normal
2024-05-21 15:12:05,10.0.1.180,10.0.1.254,80,UDP,89917,9357452,14.25,60,normal
2024-05-23 21:50:56,10.0.0.93,10.0.0.136,9200,TCP,3457,36010,33.25,4,normal
2024-05-04 23:10:53,10.0.2.118,23.129.64.214,53,TCP,14801,761741,2.99,13,normal
2024-05-03 12:38:42,10.0.0.174,202.222.194.7,22,TCP,606,48373,31.0,1,normal
2024-05-19 11:18:34,10.0.0.174,10.0.0.93,27017,UDP,122564,5404,26.27,91,normal
2024-05-08 20:05:38,10.0.0.136,204.45.237.222,3389,TCP,89039,5413,34.54,102,normal
2024-05-12 05:42:51,10.0.0.174,61.18.96.37,25,TCP,13643,268088,71.53,14,normal
2024-05-13 06:02:56,10.0.1.148,10.0.1.97,25,TCP,18768,2233001,10.29,29,normal
2024-05-20 09:53:21,10.0.1.83,10.0.1.206,5601,UDP,69512,116722,53.13,74,normal
2024-05-11 23:07:35,10.0.0.174,10.0.1.97,8443,TCP,26146,600588,81.69,26,normal
2024-05-27 18:41:10,10.0.1.220,138.63.106.248,5432,ICMP,33740,28921,2.16,26,normal
2024-05-07 18:23:48,10.0.3.187,10.0.0.174,3306,TCP,13568,4304,173.53,10,normal
2024-05-22 03:22:12,10.0.3.254,10.0.3.174,8443,TCP,88,77846,10.28,1,normal
2024-05-13 21:31:13,10.0.3.87,131.115.11.151,5601,TCP,26981,285234,17.8,24,normal
2024-05-29 22:02:32,10.0.0.136,193.199.92.89,53,TCP,185725,310336,27.15,187,normal
2024-05-07 13:24:21,10.0.0.93,64.39.138.32,6379,TCP,5570,336221,0.27,6,normal
2024-05-22 04:13:25,10.0.3.77,204.92.196.124,8443,TCP,146431,583156,16.67,221,normal
2024-05-12 19:29:14,10.0.3.101,98.140.227.95,6379,UDP,445165,65687,32.01,581,normal
2024-05-26 23:48:57,10.0.3.174,10.0.1.180,6379,UDP,14605,48751,69.68,13,normal
2024-05-29 04:45:06,10.0.1.189,95.127.214.181,3389,TCP,8625,37400,30.57,14,normal
2024-05-28 07:11:56,10.0.1.97,10.0.3.174,21,UDP,121110,16680,39.76,87,normal
2024-05-16 10:53:16,10.0.1.254,180.144.138.156,5432,UDP,22808,4915,66.3,22,normal
2024-05-25 00:15:21,10.0.1.220,185.220.101.45,443,UDP,1018991538,47233,2456.88,801035,anomaly
2024-05-02 03:20:07,10.0.2.73,45.33.32.156,27017,TCP,8930,3804812,70.83,6,normal
2024-05-07 00:42:03,10.0.1.206,23.129.64.214,5601,UDP,14512,135958,48.77,18,normal
2024-05-17 09:42:46,10.0.3.187,180.144.138.156,22,TCP,14064,55040,55.45,16,normal
2024-05-15 18:23:43,10.0.0.218,10.0.2.118,25,TCP,1473654,7359,6.53,1686,normal
2024-05-22 01:41:47,10.0.1.220,45.156.250.25,8080,UDP,266750,586945,36.14,241,normal
2024-05-23 10:52:34,10.0.1.114,31.92.92.2,5432,UDP,40375,3392380,13.1,30,normal
2024-05-06 01:44:21,10.0.3.254,64.39.138.32,25,TCP,13462,60608,2.29,10,normal
2024-05-27 09:09:12,10.0.2.73,114.71.251.178,5432,UDP,847,69106,23.12,1,normal
2024-05-01 15:52:06,10.0.1.238,10.0.1.180,22,ICMP,14388,68047,42.78,14,normal
2024-05-29 00:37:02,10.0.0.218,10.0.1.254,25,TCP,190779,48948,11.32,128,normal
2024-05-10 07:21:04,10.0.3.75,10.0.1.189,5601,TCP,64198,579,75.26,82,normal
2024-05-20 17:47:37,10.0.0.93,202.222.194.7,27017,UDP,23453,330647,37.69,38,normal
2024-05-24 05:10:54,10.0.0.174,109.38.130.67,5601,TCP,168087,8690,53.51,134,normal
2024-05-11 19:28:37,10.0.3.187,63.17.60.62,3306,TCP,5381,175102,19.12,7,normal
2024-05-08 21:51:57,10.0.3.187,10.0.1.254,8443,TCP,43677,14377,8.15,37,normal
2024-05-01 13:19:11,10.0.3.101,10.0.3.101,3389,UDP,139966,252260,30.94,118,normal
2024-05-13 13:46:21,10.0.0.237,10.0.1.180,25,TCP,26333,405513,5.82,20,normal
2024-05-21 19:34:59,10.0.0.141,180.144.138.156,8080,UDP,33743,1974,93.39,37,normal
2024-05-17 05:32:23,10.0.1.238,10.0.3.77,3306,TCP,708,1463557,8.92,1,normal
2024-05-22 11:07:52,10.0.3.77,204.45.237.222,80,UDP,222772,43706,3.18,291,normal
2024-05-12 10:54:05,10.0.3.174,95.127.214.181,6379,TCP,106952,3113,11.92,161,normal
2024-05-13 23:19:53,10.0.0.136,23.129.64.214,53,TCP,7146,1211,32.99,5,normal
2024-05-12 07:34:19,10.0.1.97,202.222.194.7,5432,ICMP,7993,52961,47.75,7,normal
2024-05-18 23:46:41,10.0.1.220,42.204.233.22,8443,TCP,1095,250520,33.01,1,normal
2024-05-16 02:02:29,10.0.1.97,57.193.53.201,9200,TCP,20022,41347,64.95,35,normal
2024-05-24 01:11:17,10.0.3.187,87.222.76.161,5432,TCP,146001,78211,23.99,109,normal
2024-05-20 10:05:49,10.0.3.254,23.131.17.22,6379,TCP,6948,945328,30.35,6,normal
2024-05-14 07:34:15,10.0.1.189,10.0.1.180,5432,ICMP,1586,12913,0.79,1,normal
2024-05-11 15:21:28,10.0.3.87,176.208.33.85,27017,TCP,6008,298150,11.47,8,normal
2024-05-14 23:25:26,10.0.3.75,10.0.3.75,6379,TCP,117126,13712,34.44,82,normal
2024-05-23 16:33:08,10.0.3.174,45.156.250.25,80,TCP,17588,126078,37.14,14,normal
2024-05-08 02:58:20,10.0.0.174,58.140.5.26,5601,TCP,17569,121990,13.97,24,normal
2024-05-06 20:57:02,10.0.1.114,202.222.194.7,22,TCP,104466,210067,2.4,96,normal
2024-05-01 02:50:38,10.0.3.25,10.0.1.83,3306,TCP,8657,11190,28.49,8,normal
2024-05-05 19:15:27,10.0.3.101,174.206.244.152,8443,TCP,38,2231,8.92,1,normal
2024-05-23 14:26:08,10.0.3.174,10.0.2.118,6379,TCP,55950,158511,3.66,38,normal
2024-05-28 23:25:40,10.0.1.83,169.83.214.211,9200,TCP,148173,110290,9.3,99,normal
2024-05-27 10:11:27,10.0.0.237,46.26.60.251,3306,TCP,7339,323097,30.86,9,normal
2024-05-23 20:42:32,10.0.1.220,202.222.194.7,27017,UDP,10785,86551,102.34,7,normal
2024-05-05 13:50:45,10.0.1.238,162.247.74.201,443,UDP,5397,9249,9.09,10,normal
2024-05-23 13:35:34,10.0.3.187,45.33.32.156,443,UDP,4740,51126,19.4,6,normal
2024-05-22 05:12:20,10.0.1.83,194.165.16.89,5432,TCP,378934,22664,25.78,503,normal
2024-05-16 15:00:12,10.0.3.25,10.0.3.87,3389,TCP,1827,6713187,1.39,1,normal
2024-05-08 14:03:56,10.0.1.54,10.0.1.54,3306,TCP,191117,31875,12.56,142,normal
2024-05-19 21:17:02,10.0.1.206,194.165.16.89,5432,TCP,142371,173958,18.31,127,normal
2024-05-15 19:51:35,10.0.3.77,162.247.74.201,443,UDP,28671,54090,16.37,31,normal
2024-05-03 22:12:42,10.0.0.136,57.193.53.201,9200,ICMP,109107,353253,28.26,128,normal
2024-05-23 09:51:02,10.0.1.220,193.32.162.55,27017,TCP,1992,20243,26.01,2,normal
2024-05-11 12:34:01,10.0.1.254,91.240.118.172,8443,UDP,945,108220,51.69,1,normal
2024-05-02 22:17:50,10.0.1.206,131.115.11.151,8080,TCP,37751,43437,13.32,25,normal
2024-05-13 06:26:06,10.0.0.141,162.137.98.183,9200,UDP,15085,7948,10.99,15,normal
2024-05-23 03:03:53,10.0.3.87,114.71.251.178,21,TCP,1198,6299,70.05,1,normal
2024-05-23 15:40:53,10.0.2.194,10.0.1.180,5432,TCP,9903,88883,8.16,10,normal
2024-05-17 00:16:43,10.0.3.25,64.39.138.32,3306,UDP,16803,23058,27.63,16,normal
2024-05-07 02:20:02,10.0.3.174,10.0.1.180,5601,TCP,4214,122197,158.11,3,normal
2024-05-23 00:40:38,10.0.0.237,63.17.60.62,5601,TCP,248,9154,52.94,1,normal
2024-05-05 01:07:17,10.0.1.189,180.144.138.156,5432,TCP,234,4339,38.27,1,normal
2024-05-28 23:11:28,10.0.1.206,10.0.1.189,9200,UDP,1457412,1505256,5.99,1548,normal
2024-05-18 05:32:43,10.0.0.93,10.0.3.101,443,TCP,228022,61169,21.03,152,normal
2024-05-29 06:25:06,10.0.1.220,93.170.139.38,9200,TCP,2486,152886,2.08,1,normal
2024-05-12 12:15:48,10.0.0.93,130.152.186.248,8443,TCP,596,130646,45.93,1,normal
2024-05-09 16:08:58,10.0.1.220,97.76.71.142,53,UDP,733,697,62641.02,23038,anomaly
2024-05-24 03:52:16,10.0.0.237,10.0.1.97,5601,TCP,11759,161405,0.75,16,normal
2024-05-15 05:40:31,10.0.1.97,10.0.3.25,3389,UDP,12480,8264,29.97,16,normal
2024-05-13 09:22:33,10.0.1.54,180.10.201.143,5601,TCP,8203,70997,26.21,8,normal
2024-05-11 02:18:30,10.0.3.25,64.39.138.32,25,UDP,5511,10389701,42.12,3,normal
2024-05-01 22:53:42,10.0.0.141,91.240.118.172,5432,TCP,8778,327611,71.52,6,normal
2024-05-11 01:22:52,10.0.3.77,130.152.186.248,3389,TCP,22296,93196,19.55,14,normal
2024-05-14 15:38:44,10.0.1.254,183.79.64.37,3306,UDP,512,3010,23.2,1,normal
2024-05-01 21:09:49,10.0.1.206,10.0.1.238,5601,TCP,55887,104440,261.33,53,normal
2024-05-23 18:48:11,10.0.0.174,10.0.3.25,8080,UDP,55239,17468,25.12,93,normal
2024-05-17 16:04:58,10.0.1.220,10.0.3.174,3389,TCP,1011319,3325,13.88,1541,normal
2024-05-22 06:19:58,10.0.1.220,180.144.138.156,53,TCP,33524,2108001,37.7,25,normal
2024-05-23 13:39:38,10.0.3.77,64.232.131.26,53,UDP,1295,755,40585.56,44894,anomaly
2024-05-08 03:32:11,10.0.3.174,64.39.138.32,53,UDP,7881,491797,65.58,5,normal
2024-05-03 18:16:35,10.0.2.194,91.240.118.172,443,TCP,30208,187520,13.1,49,normal
2024-05-08 22:24:12,10.0.1.189,109.38.130.67,3389,ICMP,1715,18261,4.82,1,normal
2024-05-14 20:27:54,10.0.1.254,10.0.3.25,5432,UDP,9431,10929,22.24,12,normal
2024-05-18 04:29:06,10.0.3.87,61.18.96.37,25,TCP,12923,1322,24.04,13,normal
2024-05-08 17:34:24,10.0.3.77,180.222.152.147,5601,TCP,56899,1463640,62.65,39,normal
2024-05-03 13:18:43,10.0.2.118,10.0.1.83,27017,TCP,70983,10078,32.88,68,normal
2024-05-20 03:51:03,10.0.0.218,201.250.32.133,9200,TCP,3324,34135,34.57,4,normal
2024-05-18 03:20:14,10.0.3.101,10.0.0.237,53,UDP,365719,4006,47.58,326,normal
2024-05-25 11:46:37,10.0.3.25,58.140.5.26,443,TCP,1814,8478,1.03,1,normal
2024-05-26 12:55:11,10.0.2.118,114.71.251.178,5432,TCP,3584,10328,42.09,2,normal
2024-05-03 06:08:02,10.0.1.83,23.131.17.22,21,TCP,289,1702,53.41,1,normal
2024-05-08 04:06:07,10.0.1.180,130.152.186.248,5432,TCP,205699,44739,18.42,248,normal
2024-05-21 12:13:06,10.0.3.101,10.0.3.25,22,TCP,21832,169306,3.6,34,normal
2024-05-02 00:42:08,10.0.3.77,10.0.1.206,27017,TCP,20884,12890,4.44,15,normal
2024-05-19 04:30:11,10.0.0.174,147.245.140.178,443,TCP,28042,4793,33.0,23,normal
2024-05-06 21:56:31,10.0.3.174,204.45.237.222,8080,TCP,85200,769593,56.67,71,normal
2024-05-05 13:53:30,10.0.3.77,95.127.214.181,22,ICMP,1926,289,8.31,1,normal
2024-05-08 14:23:08,10.0.1.180,169.83.214.211,6379,TCP,15102,497017,32.77,28,normal
2024-05-22 00:19:08,10.0.0.93,152.183.142.33,9200,TCP,6897,52378,5.83,11,normal
2024-05-26 04:39:51,10.0.1.114,114.71.251.178,27017,TCP,72026,9616,22.89,93,normal
2024-05-14 13:04:08,10.0.1.189,10.0.1.254,8443,UDP,23320,80917,81.93,16,normal
